Recycled,1
Donald's,1
Dining,1
Expensive,1
tested,1
Still,1
Lovin',1
Rd,1
Flawless,1
Customer,1
Set,1
Perfect,1
looking,1
evening,1
bring,1
Yay,1
predictable,1
inexpensive,1
prosperity,1
highly,1
raved,1
mcspicy,1
liking,1
flavourful,1
juicy,1
Hope,1
sold,1
worldwide,1
Staff,1
humble,1
lady,1
greets,1
everybody,1
scanned,1
safe,1
QR,1
code,1
temperature,1
checked,1
wished,1
goodbye,1
thankyou,1
leave,1
restaurant,1
sweet,1
Keep,1
McFlurry:,1
smooth,1
creamy,1
rich,1
kit,1
kat,1
greatness,1
tasty,1
maplesyrup,1
mcgriddles,1
sausage,1
filetofish,1
dexperience,1
tastetest,1
niceornot,1
kallang,1
helpful,1
main,1
problem,1
portions,1
reorder,1
ordered,1
regular,1
hamburger,1
catsup,1
pickles,1
mustard,1
waited,1
pic,1
melted,1
butter,1
USA,1
McDonald;'s,1
busy,1
moved,1
rather,1
standards,1
fricken,1
Europe,1
states,1
mouth,1
gets,1
watery,1
I’m,1
thinking,1
beautiful,1
objects,1
Singapore),1
meanwhile,1
fair,1
dressing,1
Everything,1
super,1
Omg,1
red,1
coleslaw,1
pineapple,1
sauce,1
life,1
day,1
haven’t,1
won’t,1
regret,1
Let,1
else,1
pictures,1
trips,1
check,1
Instagram,1
whaatzzupp,1
Thanks,1
reading,1
next,1
soon,1
Location:,1
Food:,1
Price:,1
discovered,1
automatically,1
skip,1
line,1
picked,1
Despite,1
reluctance,1
automatic,1
coming,1
Lychee,1
McFizz,1
refreshing,1
Couldn’t,1
correct,1
attempts,1
flat,1
cold,1
McDonald’s,1
iv,1
traveled,1
rudeness,1
Manager,1
hides,1
there’s,1
complaint,1
us,1
inconsistent,1
times,1
lukewarm,1
Better,1
start,1
getting,1
card,1
board,1
mushrooms,1
actually,1
says,1
100%,1
reminded,1
days,1
introduced,1
become,1
real-food,1
Todays,1
consumers,1
health,1
conscious,1
Tell,1
win,1
trust,1
negatives,1
spread,1
internet,1
work,1
healthy,1
offerings,1
careful,1
bodies,1
rate,1
worth,1
recognize,1
fact,1
minimizes,1
Well,1
done,1
product,1
crowd,1
divided,1
far,1
greet,1
stock,1
im,1
queue,1
ask,1
amd,1
argue,1
Auntie,1
student,1
selling,1
causeway,1
misunderstand,1
Correct,1
words,1
prove,1
smart,1
seriously,1
showing,1
label,1
blur,1
talking,1
empathy,1
frustrating,1
Horrible,1
dead,1
meat,1
Eat,1
closed,1
short,1
cash,1
McD,1
universally,1
recognised,1
brand,1
open,1
Please,1
note,1
weekends,1
friday,1
evenings,1
limited,1
options,1
vegetarians,1
McSpicy,1
Corn,1
twisted,1
famous,1
includes,1
Cool,1
water,1
apple,1
Coffe,1
Home,1
delivery,1
10S$,1
wide,1
range,1
choose,1
places,1
hours,1
together,1
space,1
sit,1
finish,1
clean,1
worst,1
outing,1
wife,1
Japan,1
Thailand,1
Indonesia,1
samurai,1
fantastic,1
Raffles,1
exit,1
City,1
Mall,1
Mrt,1
Taking,1
separately,1
wait,1
ur,1
number,1
foods,1
checking,1
Screen,1
disappointed,1
visiting,1
crowded,1
collect,1
self,1
machines,1
Mickey,1
D's,1
twist,1
café,1
pastries,1
separate,1
ice,1
cream,1
walked,1
McDonalds',1
filet-o-fish,1
coke,1
zero,1
light,1
choice,1
fuel,1
without,1
fuss,1
Saw,1
placard,1
advertising,1
ebi,1
counter;,1
old,1
morning,1
diva,1
cake,1
whether,1
willing,1
type,1
distance,1
Atmosphere,1
cleaned,1
emptied,1
seeing,1
TV,1
newspapers,1
‘succumbed’,1
patty,1
tomato,1
sautéed,1
‘artificial’,1
turkey,1
Sometimes,1
stop,1
today,1
Marina,1
Square,1
Beef,1
Clubhouse,1
hard,1
tasteless,1
spoiled,1
Definitely,1
comfort,1
emoticon,1
pricing,1
couple,1
Meals,1
cokes,1
S$14,1
Quite,1
shopping,1
hope,1
high,1
since,1
Although,1
give,1
chose,1
quarter,1
pounder,1
guess,1
macdonald,1
lately,1
standard,1
became,1
salty,1
prepare,1
part,1
timers,1
mostly,1
secondary,1
students,1
Aunties,1
😰i,1
biased,1
true,1
especially,1
ones,1
❤️❤️❤️❤️❤️,1
definitely,1
come,1
chill,1
cakes,1
Unfortunately,1
cafe,1
blessed,1
live,1
patronised,1
Aug,1
2014,1
22,1
pm,1
outlet's,1
Blk,1
148,1
Potong,1
Pasir,1
Avenue,1
Unit,1
01-43,1
Double,1
Cheese,1
sad,1
pocket,1
not-hot,1
Coke,1
S$5,1
Boat,1
Quay,1
quiet,1
Sundays,1
business,1
district,1
winds,1
weekend,1
Kids,1
run,1
UOB,1
plaza,1
nothing,1
ordinary,1
mcdonlds,1
deliver,1
24,1
expect,1
mcflurrys,1
seem,1
shrunk,1
dying,1
Smoothie,1
workout,1
session,1
Thursday,1
happened,1
pass,1
Road,1
menus,1
sick,1
tired,1
continental,1
Chinese,1
heard,1
headed,1
store,1
walk,1
McGriddle,1
bun,1
used,1
pancake,1
McMuffin,1
refillable,1
sandwhich,1
costs,1
$6,1
per,1
smear,1
inside,1
recycled,1
unnecessary,1
muffin,1
let,1
remind,1
missing,1
yor,1
change,1
wonderful,1
rice,1
stays,1
etc,1
stalls,1
dine,1
liked,1
Mcspicy,1
french,1
fresh,1
fruit,1
shakes,1
excellent,1
compared,1
neighboring,1
countries,1
pricr,1
numbers,1
currency,1
difference,1
made,1
almost,1
half,1
Msia,1
cities,1
Look,1
there's,1
price,1
centre,1
court,1
Mac's,1
Jurong,1
Bird,1
park,1
Expect,1
hospitality,1
Breakfast,1
Dinner,1
island,1
consistent,1
smokers,1
compliment,1
telephone,1
operator,1
night,1
shift,1
colleague,1
decided,1
call,1
got,1
informed,1
might,1
take,1
longer,1
town,1
rushing,1
meeting,1
Donalds,1
with:,1
1),1
Nuggets,1
2),1
Drinks,1
3),1
$4,1
50,1
pretty,1
(with,1
culturally-specific,1
changes,1
items),1
ideally,1
makes,1
setting,1
probably,1
going,1
exciting,1
family,1
atmosphere,1
Lots,1
Young,1
couples,1
pets,1
locals,1
